0,0,0,0
0.01,-1.19877e+135,0.03,-0.0399063
0.02,-8.97898e+135,0.06,5.73109e+136
0.03,-3.04671e+136,0.09,1.72058e+137
0.04,-7.2679e+136,0.12,3.44472e+137
0.05,-1.42464e+137,0.15,5.74887e+137
0.06,-2.4645e+137,0.18,8.63737e+137
0.07,-3.90991e+137,0.21,1.21155e+138
0.08,-5.82115e+137,0.24,1.61894e+138
0.09,-8.25472e+137,0.27,2.08662e+138
0.1,-1.12629e+138,0.3,2.61535e+138
0.11,-1.48933e+138,0.33,3.20597e+138
0.12,-1.91884e+138,0.36,3.85938e+138
0.13,-2.41851e+138,0.39,4.57651e+138
0.14,-2.99146e+138,0.42,5.35832e+138
0.15,-3.64017e+138,0.45,6.20582e+138
0.16,-4.36651e+138,0.48,7.11998e+138
0.17,-5.17163e+138,0.51,8.10178e+138
0.18,-6.05603e+138,0.54,9.15217e+138
0.19,-7.01947e+138,0.57,1.02721e+139
0.2,-8.06101e+138,0.6,1.14623e+139
0.21,-9.17898e+138,0.63,1.27236e+139
0.22,-1.0371e+139,0.66,1.40567e+139
0.23,-1.16338e+139,0.69,1.54621e+139
0.24,-1.29637e+139,0.72,1.69403e+139
0.25,-1.4356e+139,0.75,1.84914e+139
0.26,-1.58056e+139,0.78,2.01156e+139
0.27,-1.73063e+139,0.81,2.18128e+139
0.28,-1.88517e+139,0.84,2.35827e+139
0.29,-2.04345e+139,0.87,2.54247e+139
0.3,-2.20469e+139,0.9,2.73382e+139
0.31,-2.36805e+139,0.93,2.93222e+139
0.32,-2.53265e+139,0.96,3.13753e+139
0.33,-2.69754e+139,0.99,3.34962e+139
0.34,-2.86176e+139,1.02,3.5683e+139
0.35,-3.02429e+139,1.05,3.79338e+139
0.36,-3.18408e+139,1.08,4.02464e+139
0.37,-3.34006e+139,1.11,4.26181e+139
0.38,-3.49114e+139,1.14,4.50463e+139
0.39,-3.63622e+139,1.17,4.75279e+139
0.4,-3.77418e+139,1.2,5.00598e+139
0.41,-3.90391e+139,1.23,5.26385e+139
0.42,-4.02431e+139,1.26,5.52606e+139
0.43,-4.13428e+139,1.29,5.79223e+139
0.44,-4.23274e+139,1.32,6.06199e+139
0.45,-4.31865e+139,1.35,6.33493e+139
0.46,-4.391e+139,1.38,6.61066e+139
0.47,-4.4488e+139,1.41,6.88879e+139
0.48,-4.49113e+139,1.44,7.16893e+139
0.49,-4.51711e+139,1.47,7.45068e+139
0.5,-4.52592e+139,1.5,7.73367e+139
0.51,-4.51681e+139,1.53,8.01752e+139
0.52,-4.4891e+139,1.56,8.3019e+139
0.53,-4.44217e+139,1.59,8.58648e+139
0.54,-4.37551e+139,1.62,8.87095e+139
0.55,-4.28867e+139,1.65,9.15503e+139
0.56,-4.18132e+139,1.68,9.4385e+139
0.57,-4.05319e+139,1.71,9.72112e+139
0.58,-3.90413e+139,1.74,1.00027e+140
0.59,-3.73409e+139,1.77,1.02832e+140
0.6,-3.54312e+139,1.8,1.05625e+140
0.61,-3.33138e+139,1.83,1.08404e+140
0.62,-3.09914e+139,1.86,1.11171e+140
0.63,-2.84677e+139,1.89,1.13924e+140
0.64,-2.57477e+139,1.92,1.16666e+140
0.65,-2.28373e+139,1.95,1.19397e+140
0.66,-1.97436e+139,1.98,1.2212e+140
0.67,-1.64747e+139,2.01,1.24835e+140
0.68,-1.304e+139,2.04,1.27546e+140
0.69,-9.44962e+138,2.07,1.30255e+140
0.7,-5.71497e+138,2.1,1.32966e+140
0.71,-1.84832e+138,2.13,1.35683e+140
0.72,2.13706e+138,2.16,1.38409e+140
0.73,6.22702e+138,2.19,1.41149e+140
0.74,1.04065e+139,2.22,1.43908e+140
0.75,1.46598e+139,2.25,1.46692e+140
0.76,1.89702e+139,2.28,1.49504e+140
0.77,2.33206e+139,2.31,1.52351e+140
0.78,2.76931e+139,2.34,1.55239e+140
0.79,3.20693e+139,2.37,1.58175e+140
0.8,3.64304e+139,2.4,1.61163e+140
0.81,4.07571e+139,2.43,1.64212e+140
0.82,4.503e+139,2.46,1.67327e+140
0.83,4.92293e+139,2.49,1.70517e+140
0.84,5.33352e+139,2.52,1.73786e+140
0.85,5.73279e+139,2.55,1.77144e+140
0.86,6.11875e+139,2.58,1.80598e+140
0.87,6.48943e+139,2.61,1.84154e+140
0.88,6.84291e+139,2.64,1.87821e+140
0.89,7.17728e+139,2.67,1.91605e+140
0.9,7.49067e+139,2.7,1.95516e+140
0.91,7.78129e+139,2.73,1.9956e+140
0.92,8.0474e+139,2.76,2.03745e+140
0.93,8.28731e+139,2.79,2.0808e+140
0.94,8.49945e+139,2.82,2.12572e+140
0.95,8.68233e+139,2.85,2.17228e+140
0.96,8.83453e+139,2.88,2.22057e+140
0.97,8.95477e+139,2.91,2.27066e+140
0.98,9.04188e+139,2.94,2.32264e+140
0.99,9.09479e+139,2.97,2.37656e+140
1,9.11259e+139,3,2.43252e+140
1.01,9.09449e+139,3.03,2.49058e+140
1.02,9.03984e+139,3.06,2.5508e+140
1.03,8.94814e+139,3.09,2.61327e+140
1.04,8.81904e+139,3.12,2.67804e+140
1.05,8.65235e+139,3.15,2.74517e+140
1.06,8.44803e+139,3.18,2.81472e+140
1.07,8.20622e+139,3.21,2.88674e+140
1.08,7.92722e+139,3.24,2.96129e+140
1.09,7.61147e+139,3.27,3.0384e+140
1.1,7.25961e+139,3.3,3.1181e+140
1.11,6.87244e+139,3.33,3.20044e+140
1.12,6.45091e+139,3.36,3.28542e+140
1.13,5.99615e+139,3.39,3.37306e+140
1.14,5.50944e+139,3.42,3.46337e+140
1.15,4.99223e+139,3.45,3.55633e+140
1.16,4.44612e+139,3.48,3.65194e+140
1.17,3.87286e+139,3.51,3.75015e+140
1.18,3.27435e+139,3.54,3.85094e+140
1.19,2.65262e+139,3.57,3.95425e+140
1.2,2.00985e+139,3.6,4.06e+140
1.21,1.34831e+139,3.63,4.16813e+140
1.22,6.70434e+138,3.66,4.27853e+140
1.23,-2.12714e+137,3.69,4.39109e+140
1.24,-7.24186e+138,3.72,4.50569e+140
1.25,-1.4356e+139,3.75,4.62219e+140
1.26,-2.15274e+139,3.78,4.74044e+140
1.27,-2.87274e+139,3.81,4.86025e+140
1.28,-3.5927e+139,3.84,4.98144e+140
1.29,-4.30966e+139,3.87,5.10382e+140
1.3,-5.02063e+139,3.9,5.22716e+140
1.31,-5.72262e+139,3.93,5.35124e+140
1.32,-6.4126e+139,3.96,5.47581e+140
1.33,-7.08757e+139,3.99,5.60061e+140
1.34,-7.74453e+139,4.02,5.7254e+140
1.35,-8.38054e+139,4.05,5.84989e+140
1.36,-8.99266e+139,4.08,5.9738e+140
1.37,-9.57806e+139,4.11,6.09685e+140
1.38,-1.01339e+140,4.14,6.21875e+140
1.39,-1.06576e+140,4.17,6.33921e+140
1.4,-1.11464e+140,4.2,6.45795e+140
1.41,-1.15979e+140,4.23,6.57468e+140
1.42,-1.20097e+140,4.26,6.68913e+140
1.43,-1.23796e+140,4.29,6.80102e+140
1.44,-1.27054e+140,4.32,6.9101e+140
1.45,-1.29852e+140,4.35,7.01612e+140
1.46,-1.32173e+140,4.38,7.11885e+140
1.47,-1.34e+140,4.41,7.21808e+140
1.48,-1.35319e+140,4.44,7.31361e+140
1.49,-1.36117e+140,4.47,7.40529e+140
1.5,-1.36385e+140,4.5,7.49295e+140
1.51,-1.36114e+140,4.53,7.57648e+140
1.52,-1.35298e+140,4.56,7.65579e+140
1.53,-1.33934e+140,4.59,7.7308e+140
1.54,-1.32018e+140,4.62,7.80148e+140
1.55,-1.29553e+140,4.65,7.8678e+140
1.56,-1.2654e+140,4.68,7.9298e+140
1.57,-1.22985e+140,4.71,7.98751e+140
1.58,-1.18896e+140,4.74,8.04101e+140
1.59,-1.14281e+140,4.77,8.09041e+140
1.6,-1.09154e+140,4.8,8.13582e+140
1.61,-1.03528e+140,4.83,8.1774e+140
1.62,-9.74193e+139,4.86,8.21534e+140
1.63,-9.08477e+139,4.89,8.24982e+140
1.64,-8.38336e+139,4.92,8.28108e+140
1.65,-7.63998e+139,4.95,8.30936e+140
1.66,-6.85713e+139,4.98,8.33492e+140
1.67,-6.0375e+139,5.01,8.35803e+140
1.68,-5.18395e+139,5.04,8.37897e+140
1.69,-4.29953e+139,5.07,8.39807e+140
1.7,-3.38744e+139,5.1,8.41561e+140
1.71,-2.45104e+139,5.13,8.43192e+140
1.72,-1.49382e+139,5.16,8.44734e+140
1.73,-5.19409e+138,5.19,8.46217e+140
1.74,4.68469e+138,5.22,8.47677e+140
1.75,1.46598e+139,5.25,8.49146e+140
1.76,2.46921e+139,5.28,8.50657e+140
1.77,3.47417e+139,5.31,8.52244e+140
1.78,4.47684e+139,5.34,8.53939e+140
1.79,5.47314e+139,5.37,8.55775e+140
1.8,6.45898e+139,5.4,8.57785e+140
1.81,7.43028e+139,5.43,8.59998e+140
1.82,8.38295e+139,5.46,8.62447e+140
1.83,9.31296e+139,5.49,8.65162e+140
1.84,1.02163e+140,5.52,8.68172e+140
1.85,1.1089e+140,5.55,8.71506e+140
1.86,1.19273e+140,5.58,8.75192e+140
1.87,1.27274e+140,5.61,8.79257e+140
1.88,1.34857e+140,5.64,8.83727e+140
1.89,1.41987e+140,5.67,8.88629e+140
1.9,1.48629e+140,5.7,8.93987e+140
1.91,1.54753e+140,5.73,8.99824e+140
1.92,1.60328e+140,5.76,9.06165e+140
1.93,1.65326e+140,5.79,9.13031e+140
1.94,1.69721e+140,5.82,9.20444e+140
1.95,1.73489e+140,5.85,9.28425e+140
1.96,1.76608e+140,5.88,9.36992e+140
1.97,1.7906e+140,5.91,9.46166e+140
1.98,1.80826e+140,5.94,9.55963e+140
1.99,1.81894e+140,5.97,9.66401e+140
2,1.82252e+140,6,9.77495e+140
2.01,1.81891e+140,6.03,9.89261e+140
2.02,1.80806e+140,6.06,1.00171e+141
2.03,1.78993e+140,6.09,1.01486e+141
2.04,1.76453e+140,6.12,1.02871e+141
2.05,1.73189e+140,6.15,1.04329e+141
2.06,1.69207e+140,6.18,1.05858e+141
2.07,1.64515e+140,6.21,1.07461e+141
2.08,1.59126e+140,6.24,1.09138e+141
2.09,1.53055e+140,6.27,1.10889e+141
2.1,1.46319e+140,6.3,1.12713e+141
2.11,1.38938e+140,6.33,1.14611e+141
2.12,1.30937e+140,6.36,1.16583e+141
2.13,1.22341e+140,6.39,1.18627e+141
2.14,1.1318e+140,6.42,1.20742e+141
2.15,1.03485e+140,6.45,1.22928e+141
2.16,9.32889e+139,6.48,1.25183e+141
2.17,8.26289e+139,6.51,1.27505e+141
2.18,7.1543e+139,6.54,1.29892e+141
2.19,6.00719e+139,6.57,1.3234e+141
2.2,4.82579e+139,6.6,1.34848e+141
2.21,3.61452e+139,6.63,1.37412e+141
2.22,2.37796e+139,6.66,1.40027e+141
2.23,1.12084e+139,6.69,1.42691e+141
2.24,-1.52002e+138,6.72,1.45398e+141
2.25,-1.4356e+139,6.75,1.48143e+141
2.26,-2.72492e+139,6.78,1.50922e+141
2.27,-4.01485e+139,6.81,1.53729e+141
2.28,-5.30023e+139,6.84,1.56556e+141
2.29,-6.57587e+139,6.87,1.594e+141
2.3,-7.83658e+139,6.9,1.62251e+141
2.31,-9.07719e+139,6.93,1.65104e+141
2.32,-1.02926e+140,6.96,1.67951e+141
2.33,-1.14776e+140,6.99,1.70784e+141
2.34,-1.26273e+140,7.02,1.73597e+141
2.35,-1.37368e+140,7.05,1.76381e+141
2.36,-1.48012e+140,7.08,1.79128e+141
2.37,-1.58161e+140,7.11,1.8183e+141
2.38,-1.67767e+140,7.14,1.84479e+141
2.39,-1.7679e+140,7.17,1.87068e+141
2.4,-1.85187e+140,7.2,1.89589e+141
2.41,-1.92919e+140,7.23,1.92034e+141
2.42,-1.99952e+140,7.26,1.94396e+141
2.43,-2.06249e+140,7.29,1.96668e+141
2.44,-2.11781e+140,7.32,1.98843e+141
2.45,-2.16518e+140,7.35,2.00917e+141
2.46,-2.20436e+140,7.38,2.02883e+141
2.47,-2.23512e+140,7.41,2.04735e+141
2.48,-2.25726e+140,7.44,2.06471e+141
2.49,-2.27063e+140,7.47,2.08086e+141
2.5,-2.27511e+140,7.5,2.09578e+141
2.51,-2.2706e+140,7.53,2.10943e+141
2.52,-2.25706e+140,7.56,2.12182e+141
2.53,-2.23445e+140,7.59,2.13292e+141
2.54,-2.20281e+140,7.62,2.14275e+141
2.55,-2.16219e+140,7.65,2.1513e+141
2.56,-2.11267e+140,7.68,2.1586e+141
2.57,-2.05438e+140,7.71,2.16467e+141
2.58,-1.9875e+140,7.74,2.16954e+141
2.59,-1.91221e+140,7.77,2.17326e+141
2.6,-1.82876e+140,7.8,2.17586e+141
2.61,-1.73741e+140,7.83,2.17739e+141
2.62,-1.63847e+140,7.86,2.17792e+141
2.63,-1.53228e+140,7.89,2.17751e+141
2.64,-1.41919e+140,7.92,2.17622e+141
2.65,-1.29962e+140,7.95,2.17412e+141
2.66,-1.17399e+140,7.98,2.1713e+141
2.67,-1.04275e+140,8.01,2.16783e+141
2.68,-9.06391e+139,8.04,2.16379e+141
2.69,-7.6541e+139,8.07,2.15926e+141
2.7,-6.20339e+139,8.1,2.15434e+141
2.71,-4.71725e+139,8.13,2.1491e+141
2.72,-3.20135e+139,8.16,2.14363e+141
2.73,-1.66152e+139,8.19,2.13803e+141
2.74,-1.03715e+138,8.22,2.13236e+141
2.75,1.46598e+139,8.25,2.12673e+141
2.76,3.04139e+139,8.28,2.12121e+141
2.77,4.61628e+139,8.31,2.11588e+141
2.78,6.18437e+139,8.34,2.11083e+141
2.79,7.73935e+139,8.37,2.10614e+141
2.8,9.27493e+139,8.4,2.10187e+141
2.81,1.07848e+140,8.43,2.09812e+141
2.82,1.22629e+140,8.46,2.09494e+141
2.83,1.3703e+140,8.49,2.0924e+141
2.84,1.50991e+140,8.52,2.09058e+141
2.85,1.64453e+140,8.55,2.08953e+141
2.86,1.77359e+140,8.58,2.08932e+141
2.87,1.89654e+140,8.61,2.09001e+141
2.88,2.01285e+140,8.64,2.09165e+141
2.89,2.122e+140,8.67,2.09429e+141
2.9,2.22352e+140,8.7,2.09798e+141
2.91,2.31693e+140,8.73,2.10278e+141
2.92,2.40183e+140,8.76,2.10872e+141
2.93,2.4778e+140,8.79,2.11585e+141
2.94,2.54448e+140,8.82,2.12421e+141
2.95,2.60155e+140,8.85,2.13383e+141
2.96,2.64871e+140,8.88,2.14476e+141
2.97,2.68571e+140,8.91,2.15703e+141
2.98,2.71234e+140,8.94,2.17066e+141
2.99,2.7284e+140,8.97,2.18568e+141
3,2.73378e+140,9,2.20212e+141
3.01,2.72837e+140,9.03,2.22e+141
3.02,2.71213e+140,9.06,2.23933e+141
3.03,2.68505e+140,9.09,2.26015e+141
3.04,2.64716e+140,9.12,2.28246e+141
3.05,2.59855e+140,9.15,2.30626e+141
3.06,2.53934e+140,9.18,2.33158e+141
3.07,2.46969e+140,9.21,2.35841e+141
3.08,2.38981e+140,9.24,2.38675e+141
3.09,2.29995e+140,9.27,2.41659e+141
3.1,2.20041e+140,9.3,2.44794e+141
3.11,2.09152e+140,9.33,2.48077e+141
3.12,1.97365e+140,9.36,2.51507e+141
3.13,1.84721e+140,9.39,2.55081e+141
3.14,1.71266e+140,9.42,2.58797e+141
3.15,1.57047e+140,9.45,2.6265e+141
3.16,1.42117e+140,9.48,2.66638e+141
3.17,1.26529e+140,9.51,2.70755e+141
3.18,1.10343e+140,9.54,2.74995e+141
3.19,9.36176e+139,9.57,2.79353e+141
3.2,7.64174e+139,9.6,2.83822e+141
3.21,5.88073e+139,9.63,2.88395e+141
3.22,4.08549e+139,9.66,2.93062e+141
3.23,2.26295e+139,9.69,2.97816e+141
3.24,4.20183e+138,9.72,3.02646e+141
3.25,-1.4356e+139,9.75,3.07542e+141
3.26,-3.29711e+139,9.78,3.12493e+141
3.27,-5.15696e+139,9.81,3.17486e+141
3.28,-7.00776e+139,9.84,3.2251e+141
3.29,-8.84208e+139,9.87,3.27552e+141
3.3,-1.06525e+140,9.9,3.32596e+141
3.31,-1.24318e+140,9.93,3.3763e+141
3.32,-1.41725e+140,9.96,3.42639e+141
3.33,-1.58676e+140,9.99,3.47607e+141
3.34,-1.75101e+140,10.02,3.52519e+141
3.35,-1.9093e+140,10.05,3.5736e+141
3.36,-2.06098e+140,10.08,3.62114e+141
3.37,-2.20541e+140,10.11,3.66766e+141
3.38,-2.34195e+140,10.14,3.71299e+141
3.39,-2.47003e+140,10.17,3.75699e+141
3.4,-2.58909e+140,10.2,3.79952e+141
3.41,-2.6986e+140,10.23,3.84042e+141
3.42,-2.79806e+140,10.26,3.87956e+141
3.43,-2.88702e+140,10.29,3.91682e+141
3.44,-2.96508e+140,10.32,3.95206e+141
3.45,-3.03184e+140,10.35,3.98519e+141
3.46,-3.08699e+140,10.38,4.01609e+141
3.47,-3.13024e+140,10.41,4.04469e+141
3.48,-3.16133e+140,10.44,4.0709e+141
3.49,-3.18009e+140,10.47,4.09467e+141
3.5,-3.18637e+140,10.5,4.11594e+141
3.51,-3.18006e+140,10.53,4.13469e+141
3.52,-3.16113e+140,10.56,4.15089e+141
3.53,-3.12957e+140,10.59,4.16455e+141
3.54,-3.08544e+140,10.62,4.17567e+141
3.55,-3.02885e+140,10.65,4.18427e+141
3.56,-2.95993e+140,10.68,4.19041e+141
3.57,-2.87892e+140,10.71,4.19414e+141
3.58,-2.78604e+140,10.74,4.19553e+141
3.59,-2.68161e+140,10.77,4.19466e+141
3.6,-2.56598e+140,10.8,4.19163e+141
3.61,-2.43955e+140,10.83,4.18654e+141
3.62,-2.30275e+140,10.86,4.17952e+141
3.63,-2.15608e+140,10.89,4.17069e+141
3.64,-2.00005e+140,10.92,4.16019e+141
3.65,-1.83525e+140,10.95,4.14817e+141
3.66,-1.66227e+140,10.98,4.13476e+141
3.67,-1.48176e+140,11.01,4.12014e+141
3.68,-1.29439e+140,11.04,4.10445e+141
3.69,-1.10087e+140,11.07,4.08787e+141
3.7,-9.01934e+139,11.1,4.07055e+141
3.71,-6.98346e+139,11.13,4.05266e+141
3.72,-4.90888e+139,11.16,4.03437e+141
3.73,-2.80363e+139,11.19,4.01584e+141
3.74,-6.759e+138,11.22,3.99724e+141
3.75,1.46598e+139,11.25,3.97872e+141
3.76,3.61358e+139,11.28,3.96044e+141
3.77,5.75839e+139,11.31,3.94256e+141
3.78,7.8919e+139,11.34,3.92522e+141
3.79,1.00056e+140,11.37,3.90857e+141
3.8,1.20909e+140,11.4,3.89275e+141
3.81,1.41394e+140,11.43,3.87789e+141
3.82,1.61429e+140,11.46,3.86412e+141
3.83,1.8093e+140,11.49,3.85157e+141
3.84,1.99818e+140,11.52,3.84035e+141
3.85,2.18015e+140,11.55,3.83057e+141
3.86,2.35445e+140,11.58,3.82235e+141
3.87,2.52034e+140,11.61,3.81577e+141
3.88,2.67713e+140,11.64,3.81094e+141
3.89,2.82414e+140,11.67,3.80794e+141
3.9,2.96074e+140,11.7,3.80686e+141
3.91,3.08633e+140,11.73,3.80778e+141
3.92,3.20037e+140,11.76,3.81078e+141
3.93,3.30233e+140,11.79,3.81591e+141
3.94,3.39175e+140,11.82,3.82324e+141
3.95,3.46821e+140,11.85,3.83284e+141
3.96,3.53134e+140,11.88,3.84476e+141
3.97,3.58083e+140,11.91,3.85904e+141
3.98,3.61641e+140,11.94,3.87573e+141
3.99,3.63786e+140,11.97,3.89487e+141
4,3.64504e+140,12,3.9165e+141
4.01,3.63783e+140,12.03,3.94065e+141
4.02,3.61621e+140,12.06,3.96734e+141
4.03,3.58017e+140,12.09,3.99659e+141
4.04,3.5298e+140,12.12,4.02842e+141
4.05,3.46521e+140,12.15,4.06284e+141
4.06,3.38661e+140,12.18,4.09984e+141
4.07,3.29422e+140,12.21,4.13944e+141
4.08,3.18835e+140,12.24,4.18161e+141
4.09,3.06935e+140,12.27,4.22634e+141
4.1,2.93763e+140,12.3,4.27361e+141
4.11,2.79366e+140,12.33,4.32339e+141
4.12,2.63793e+140,12.36,4.37563e+141
4.13,2.47101e+140,12.39,4.4303e+141
4.14,2.29352e+140,12.42,4.48732e+141
4.15,2.1061e+140,12.45,4.54664e+141
4.16,1.90944e+140,12.48,4.60817e+141
4.17,1.70429e+140,12.51,4.67183e+141
4.18,1.49142e+140,12.54,4.73752e+141
4.19,1.27163e+140,12.57,4.80513e+141
4.2,1.04577e+140,12.6,4.87454e+141
4.21,8.14694e+139,12.63,4.94561e+141
4.22,5.79302e+139,12.66,5.0182e+141
4.23,3.40506e+139,12.69,5.09215e+141
4.24,9.92367e+138,12.72,5.1673e+141
4.25,-1.4356e+139,12.75,5.24345e+141
4.26,-3.86929e+139,12.78,5.32043e+141
4.27,-6.29907e+139,12.81,5.39802e+141
4.28,-8.71529e+139,12.84,5.47602e+141
4.29,-1.11083e+140,12.87,5.5542e+141
4.3,-1.34685e+140,12.9,5.63232e+141
4.31,-1.57863e+140,12.93,5.71016e+141
4.32,-1.80525e+140,12.96,5.78746e+141
4.33,-2.02576e+140,12.99,5.86396e+141
4.34,-2.23928e+140,13.02,5.93942e+141
4.35,-2.44493e+140,13.05,6.01358e+141
4.36,-2.64184e+140,13.08,6.08618e+141
4.37,-2.82921e+140,13.11,6.15696e+141
4.38,-3.00623e+140,13.14,6.22567e+141
4.39,-3.17217e+140,13.17,6.29205e+141
4.4,-3.32632e+140,13.2,6.35587e+141
4.41,-3.468e+140,13.23,6.4169e+141
4.42,-3.5966e+140,13.26,6.47491e+141
4.43,-3.71156e+140,13.29,6.52969e+141
4.44,-3.81234e+140,13.32,6.58106e+141
4.45,-3.8985e+140,13.35,6.62883e+141
4.46,-3.96962e+140,13.38,6.67284e+141
4.47,-4.02535e+140,13.41,6.71297e+141
4.48,-4.06541e+140,13.44,6.74909e+141
4.49,-4.08956e+140,13.47,6.7811e+141
4.5,-4.09763e+140,13.5,6.80895e+141
4.51,-4.08953e+140,13.53,6.83258e+141
4.52,-4.06521e+140,13.56,6.85197e+141
4.53,-4.02469e+140,13.59,6.86712e+141
4.54,-3.96807e+140,13.62,6.87807e+141
4.55,-3.8955e+140,13.65,6.88487e+141
4.56,-3.8072e+140,13.68,6.88759e+141
4.57,-3.70345e+140,13.71,6.88634e+141
4.58,-3.58458e+140,13.74,6.88123e+141
4.59,-3.45102e+140,13.77,6.87243e+141
4.6,-3.30321e+140,13.8,6.86009e+141
4.61,-3.14169e+140,13.83,6.84439e+141
4.62,-2.96703e+140,13.86,6.82554e+141
4.63,-2.77988e+140,13.89,6.80374e+141
4.64,-2.58091e+140,13.92,6.77925e+141
4.65,-2.37087e+140,13.95,6.75228e+141
4.66,-2.15054e+140,13.98,6.7231e+141
4.67,-1.92076e+140,14.01,6.69195e+141
4.68,-1.68238e+140,14.04,6.65912e+141
4.69,-1.43632e+140,14.07,6.62485e+141
4.7,-1.18353e+140,14.1,6.58943e+141
4.71,-9.24967e+139,14.13,6.55313e+141
4.72,-6.61641e+139,14.16,6.5162e+141
4.73,-3.94574e+139,14.19,6.47893e+141
4.74,-1.24808e+139,14.22,6.44158e+141
4.75,1.46598e+139,14.25,6.4044e+141
4.76,4.18576e+139,14.28,6.36765e+141
4.77,6.90051e+139,14.31,6.33157e+141
4.78,9.59943e+139,14.34,6.29641e+141
4.79,1.22718e+140,14.37,6.26239e+141
4.8,1.49068e+140,14.4,6.22973e+141
4.81,1.7494e+140,14.43,6.19864e+141
4.82,2.00228e+140,14.46,6.16934e+141
4.83,2.2483e+140,14.49,6.142e+141
4.84,2.48646e+140,14.52,6.11682e+141
4.85,2.71578e+140,14.55,6.09397e+141
4.86,2.93531e+140,14.58,6.07361e+141
4.87,3.14414e+140,14.61,6.05589e+141
4.88,3.34141e+140,14.64,6.04096e+141
4.89,3.52628e+140,14.67,6.02896e+141
4.9,3.69796e+140,14.7,6.02001e+141
4.91,3.85574e+140,14.73,6.01423e+141
4.92,3.99891e+140,14.76,6.01172e+141
4.93,4.12686e+140,14.79,6.01259e+141
4.94,4.23902e+140,14.82,6.01693e+141
4.95,4.33487e+140,14.85,6.02483e+141
4.96,4.41397e+140,14.88,6.03635e+141
4.97,4.47595e+140,14.91,6.05158e+141
4.98,4.52048e+140,14.94,6.07057e+141
4.99,4.54732e+140,14.97,6.09338e+141
5,4.5563e+140,15,6.12004e+141
5.01,4.54729e+140,15.03,6.15061e+141
5.02,4.52028e+140,15.06,6.18511e+141
5.03,4.47529e+140,15.09,6.22356e+141
