0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,9.94005e-09,1.8202e-08,2.38943e-08,2.64746e-08,2.57954e-08,2.21022e-08,1.5984e-08,8.28675e-09,0,
0,1.8202e-08,3.33309e-08,4.37547e-08,4.84796e-08,4.72359e-08,4.0473e-08,2.92695e-08,1.51745e-08,0,
0,2.38943e-08,4.37547e-08,5.74382e-08,6.36408e-08,6.20082e-08,5.31303e-08,3.84231e-08,1.992e-08,0,
0,2.64746e-08,4.84796e-08,6.36408e-08,7.05131e-08,6.87043e-08,5.88676e-08,4.25723e-08,2.20711e-08,0,
0,2.57954e-08,4.72359e-08,6.20082e-08,6.87043e-08,6.69418e-08,5.73575e-08,4.14802e-08,2.1505e-08,0,
0,2.21022e-08,4.0473e-08,5.31303e-08,5.88676e-08,5.73575e-08,4.91454e-08,3.55413e-08,1.8426e-08,0,
0,1.5984e-08,2.92695e-08,3.84231e-08,4.25723e-08,4.14802e-08,3.55413e-08,2.5703e-08,1.33254e-08,0,
0,8.28675e-09,1.51745e-08,1.992e-08,2.20711e-08,2.1505e-08,1.8426e-08,1.33254e-08,6.90844e-09,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,1.8202e-08,3.33309e-08,4.37547e-08,4.84796e-08,4.72359e-08,4.0473e-08,2.92695e-08,1.51745e-08,0,
0,3.33309e-08,6.10347e-08,8.01224e-08,8.87745e-08,8.64972e-08,7.41131e-08,5.35976e-08,2.77871e-08,0,
0,4.37547e-08,8.01224e-08,1.05179e-07,1.16537e-07,1.13548e-07,9.72907e-08,7.03594e-08,3.64771e-08,0,
0,4.84796e-08,8.87745e-08,1.16537e-07,1.29122e-07,1.25809e-07,1.07797e-07,7.79573e-08,4.04161e-08,0,
0,4.72359e-08,8.64972e-08,1.13548e-07,1.25809e-07,1.22582e-07,1.05032e-07,7.59574e-08,3.93793e-08,0,
0,4.0473e-08,7.41131e-08,9.72907e-08,1.07797e-07,1.05032e-07,8.99938e-08,6.50823e-08,3.37412e-08,0,
0,2.92695e-08,5.35976e-08,7.03594e-08,7.79573e-08,7.59574e-08,6.50823e-08,4.70667e-08,2.44012e-08,0,
0,1.51745e-08,2.77871e-08,3.64771e-08,4.04161e-08,3.93793e-08,3.37412e-08,2.44012e-08,1.26505e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,2.38943e-08,4.37547e-08,5.74382e-08,6.36408e-08,6.20082e-08,5.31303e-08,3.84231e-08,1.992e-08,0,
0,4.37547e-08,8.01224e-08,1.05179e-07,1.16537e-07,1.13548e-07,9.72907e-08,7.03594e-08,3.64771e-08,0,
0,5.74382e-08,1.05179e-07,1.38073e-07,1.52983e-07,1.49058e-07,1.27717e-07,9.23632e-08,4.78847e-08,0,
0,6.36408e-08,1.16537e-07,1.52983e-07,1.69503e-07,1.65154e-07,1.41509e-07,1.02337e-07,5.30556e-08,0,
0,6.20082e-08,1.13548e-07,1.49058e-07,1.65154e-07,1.60918e-07,1.37878e-07,9.97119e-08,5.16946e-08,0,
0,5.31303e-08,9.72907e-08,1.27717e-07,1.41509e-07,1.37878e-07,1.18138e-07,8.54358e-08,4.42933e-08,0,
0,3.84231e-08,7.03594e-08,9.23632e-08,1.02337e-07,9.97119e-08,8.54358e-08,6.1786e-08,3.20323e-08,0,
0,1.992e-08,3.64771e-08,4.78847e-08,5.30556e-08,5.16946e-08,4.42933e-08,3.20323e-08,1.66068e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,2.64746e-08,4.84796e-08,6.36408e-08,7.05131e-08,6.87043e-08,5.88676e-08,4.25723e-08,2.20711e-08,0,
0,4.84796e-08,8.87745e-08,1.16537e-07,1.29122e-07,1.25809e-07,1.07797e-07,7.79573e-08,4.04161e-08,0,
0,6.36408e-08,1.16537e-07,1.52983e-07,1.69503e-07,1.65154e-07,1.41509e-07,1.02337e-07,5.30556e-08,0,
0,7.05131e-08,1.29122e-07,1.69503e-07,1.87807e-07,1.82989e-07,1.5679e-07,1.13388e-07,5.87849e-08,0,
0,6.87043e-08,1.25809e-07,1.65154e-07,1.82989e-07,1.78295e-07,1.52767e-07,1.10479e-07,5.72769e-08,0,
0,5.88676e-08,1.07797e-07,1.41509e-07,1.5679e-07,1.52767e-07,1.30895e-07,9.46617e-08,4.90763e-08,0,
0,4.25723e-08,7.79573e-08,1.02337e-07,1.13388e-07,1.10479e-07,9.46617e-08,6.84581e-08,3.54914e-08,0,
0,2.20711e-08,4.04161e-08,5.30556e-08,5.87849e-08,5.72769e-08,4.90763e-08,3.54914e-08,1.84001e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,2.57954e-08,4.72359e-08,6.20082e-08,6.87043e-08,6.69418e-08,5.73575e-08,4.14802e-08,2.1505e-08,0,
0,4.72359e-08,8.64972e-08,1.13548e-07,1.25809e-07,1.22582e-07,1.05032e-07,7.59574e-08,3.93793e-08,0,
0,6.20082e-08,1.13548e-07,1.49058e-07,1.65154e-07,1.60918e-07,1.37878e-07,9.97119e-08,5.16946e-08,0,
0,6.87043e-08,1.25809e-07,1.65154e-07,1.82989e-07,1.78295e-07,1.52767e-07,1.10479e-07,5.72769e-08,0,
0,6.69418e-08,1.22582e-07,1.60918e-07,1.78295e-07,1.73721e-07,1.48849e-07,1.07645e-07,5.58075e-08,0,
0,5.73575e-08,1.05032e-07,1.37878e-07,1.52767e-07,1.48849e-07,1.27537e-07,9.22333e-08,4.78174e-08,0,
0,4.14802e-08,7.59574e-08,9.97119e-08,1.10479e-07,1.07645e-07,9.22333e-08,6.67019e-08,3.45809e-08,0,
0,2.1505e-08,3.93793e-08,5.16946e-08,5.72769e-08,5.58075e-08,4.78174e-08,3.45809e-08,1.79281e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,2.21022e-08,4.0473e-08,5.31303e-08,5.88676e-08,5.73575e-08,4.91454e-08,3.55413e-08,1.8426e-08,0,
0,4.0473e-08,7.41131e-08,9.72907e-08,1.07797e-07,1.05032e-07,8.99938e-08,6.50823e-08,3.37412e-08,0,
0,5.31303e-08,9.72907e-08,1.27717e-07,1.41509e-07,1.37878e-07,1.18138e-07,8.54358e-08,4.42933e-08,0,
0,5.88676e-08,1.07797e-07,1.41509e-07,1.5679e-07,1.52767e-07,1.30895e-07,9.46617e-08,4.90763e-08,0,
0,5.73575e-08,1.05032e-07,1.37878e-07,1.52767e-07,1.48849e-07,1.27537e-07,9.22333e-08,4.78174e-08,0,
0,4.91454e-08,8.99938e-08,1.18138e-07,1.30895e-07,1.27537e-07,1.09277e-07,7.9028e-08,4.09712e-08,0,
0,3.55413e-08,6.50823e-08,8.54358e-08,9.46617e-08,9.22333e-08,7.9028e-08,5.7152e-08,2.96298e-08,0,
0,1.8426e-08,3.37412e-08,4.42933e-08,4.90763e-08,4.78174e-08,4.09712e-08,2.96298e-08,1.53613e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,1.5984e-08,2.92695e-08,3.84231e-08,4.25723e-08,4.14802e-08,3.55413e-08,2.5703e-08,1.33254e-08,0,
0,2.92695e-08,5.35976e-08,7.03594e-08,7.79573e-08,7.59574e-08,6.50823e-08,4.70667e-08,2.44012e-08,0,
0,3.84231e-08,7.03594e-08,9.23632e-08,1.02337e-07,9.97119e-08,8.54358e-08,6.1786e-08,3.20323e-08,0,
0,4.25723e-08,7.79573e-08,1.02337e-07,1.13388e-07,1.10479e-07,9.46617e-08,6.84581e-08,3.54914e-08,0,
0,4.14802e-08,7.59574e-08,9.97119e-08,1.10479e-07,1.07645e-07,9.22333e-08,6.67019e-08,3.45809e-08,0,
0,3.55413e-08,6.50823e-08,8.54358e-08,9.46617e-08,9.22333e-08,7.9028e-08,5.7152e-08,2.96298e-08,0,
0,2.5703e-08,4.70667e-08,6.1786e-08,6.84581e-08,6.67019e-08,5.7152e-08,4.13316e-08,2.14279e-08,0,
0,1.33254e-08,2.44012e-08,3.20323e-08,3.54914e-08,3.45809e-08,2.96298e-08,2.14279e-08,1.11091e-08,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,8.28675e-09,1.51745e-08,1.992e-08,2.20711e-08,2.1505e-08,1.8426e-08,1.33254e-08,6.90844e-09,0,
0,1.51745e-08,2.77871e-08,3.64771e-08,4.04161e-08,3.93793e-08,3.37412e-08,2.44012e-08,1.26505e-08,0,
0,1.992e-08,3.64771e-08,4.78847e-08,5.30556e-08,5.16946e-08,4.42933e-08,3.20323e-08,1.66068e-08,0,
0,2.20711e-08,4.04161e-08,5.30556e-08,5.87849e-08,5.72769e-08,4.90763e-08,3.54914e-08,1.84001e-08,0,
0,2.1505e-08,3.93793e-08,5.16946e-08,5.72769e-08,5.58075e-08,4.78174e-08,3.45809e-08,1.79281e-08,0,
0,1.8426e-08,3.37412e-08,4.42933e-08,4.90763e-08,4.78174e-08,4.09712e-08,2.96298e-08,1.53613e-08,0,
0,1.33254e-08,2.44012e-08,3.20323e-08,3.54914e-08,3.45809e-08,2.96298e-08,2.14279e-08,1.11091e-08,0,
0,6.90844e-09,1.26505e-08,1.66068e-08,1.84001e-08,1.79281e-08,1.53613e-08,1.11091e-08,5.75937e-09,0,
0,0,0,0,0,0,0,0,0,0,

0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,

